complaint_id,date_received,province,district,operator,service_type,complaint_category,channel,description,customer_age,customer_gender,status,resolution_days,satisfaction_score
RURA-ICT-00260,01/07/2023,Kigali City,Nyarugenge,M.T.N Rwanda,Fixed Internet,Slow Internet Speed,Social Media,,32,F,pending ,,5
RURA-ICT-00095,23-Oct-2024,Kigali City,Kicukiro,REG ICT,Fixed Voice,SIM Registration Issue,Walk-in,Complainant charged twice for the same data bundle.,18,female,pending ,,0
RURA-ICT-00227,2024-08-19,Western Province,Rutsiro,Broadband Systems Corporation,Fixed Internet,Billing Dispute,Walk-in,Delay of over a week in activating new fixed internet line.,28,male,In Progress,28,4
RURA-ICT-00032,2023-09-13,Kigali City,Gasabo,Airtel,Fixed Voice,Customer Care Unresponsive,Social Media,Received unsolicited promotional SMS despite opt-out request.,75,female,Open,,4
RURA-ICT-00441,06-19-2024,Kigali City,Gasabo,BSC,Mobile Money,SIM Registration Issue,Walk-in,Delay of over a week in activating new fixed internet line.,54,M,Pending,,1
RURA-ICT-00798,12-Jun-2023,Western Province,Karongi,REG-ICT,Mobile Money,Poor Network Quality,Web Portal,Customer reports repeated call drops in Karongi.,59,F,Resolved,11,6
RURA-ICT-00304,12/02/2024,Western Province,Nyamasheke,broadband systems,Mobile Money,Unsolicited SMS/Spam,Walk-in,Received suspicious SMS asking for mobile money PIN.,32,M,pending ,,4
RURA-ICT-00777,21-Mar-2023,Eastern Province,Gatsibo,broadband systems,SMS,Poor Network Quality,Call Center,,17,Male,resolved,3,
RURA-ICT-00375,21/02/2023,Southern Province,Kamonyi,Airtel Rwanda,Mobile Money,Slow Internet Speed,Email,Customer care line not answering after multiple attempts.,,M,pending ,,
RURA-ICT-00766,02-Oct-2023,Southern Province,Nyamagabe,BSC,Fixed Internet,Data Bundle Deduction Issue,Social Media,Customer reports repeated call drops in Nyamagabe.,59,M,closed,13,
RURA-ICT-00241,15-Mar-2024,Northern Province,Gakenke,AIRTEL,Mobile Voice,Billing Dispute,USSD,Billed for services not subscribed to.,77,,resolved,-2,1
RURA-ICT-00511,2023-03-25,Southern Province,Kamonyi,Liquid Telecom,Mobile Voice,Billing Dispute,Web Portal,Internet speed far below advertised package.,,Male,resolved,14,
RURA-ICT-00756,08-11-2024,Eastern Province,Ngoma,Airtel,Mobile Voice,Mobile Money Transaction Failure,Social Media,Received suspicious SMS asking for mobile money PIN.,150,Male,pending ,,
RURA-ICT-00564,18-Dec-2023,Northern Province,Gicumbi,Airtel Rwanda,Fixed Internet,Network Outage,Call Center,Internet speed far below advertised package.,66,M,Pending,,
RURA-ICT-00254,2023-06-19,Western Province,Rutsiro,MTN Rwanda,Fixed Voice,Billing Dispute,USSD,Customer care line not answering after multiple attempts.,57,Female,Pending,,3
RURA-ICT-00363,27/04/2024,Southern Province,Nyamagabe,Liquid Telecom,Mobile Voice,Data Bundle Deduction Issue,USSD,Received suspicious SMS asking for mobile money PIN.,51,female,open,,5
RURA-ICT-00102,2023-05-05,Northern Province,Gakenke,,Fixed Internet,Poor Network Quality,Email,Received suspicious SMS asking for mobile money PIN.,74,F,Closed,28,5
RURA-ICT-00727,2024-01-02,Western Province,Rutsiro,Liquid Telecom Rwanda,Mobile Data/Internet,Mobile Money Fraud/Scam,Email,,36,male,resolved,18,
RURA-ICT-00793,2023-11-22,Kigali City,Nyarugenge,Broadband Systems Corporation,Mobile Voice,Poor Network Quality,Walk-in,No network coverage since yesterday evening.,17,Female,open,,4
RURA-ICT-00099,06-14-2023,Eastern Province,Bugesera,liquid telecom,Mobile Voice,Customer Care Unresponsive,Call Center,Complainant charged twice for the same data bundle.,81,Male,closed,2,2
RURA-ICT-00272,2023-12-06,Western Province,Nyabihu,broadband systems,Mobile Voice,Service Activation Delay,Walk-in,Customer care line not answering after multiple attempts.,-5,Male,Open,,5
RURA-ICT-00666,14/11/2024,Eastern Province,Ngoma,REG ICT,Mobile Voice,Customer Care Unresponsive,USSD,Complainant charged twice for the same data bundle.,56,M,Closed,14,4
RURA-ICT-00772,26-Oct-2023,Southern Province,Ruhango,Airtel Rwanda,Mobile Money,Service Activation Delay,USSD,Internet speed far below advertised package.,210,male,Pending,,5
RURA-ICT-00199,20-Jul-2024,Kigali City,Gasabo,Broadband Systems Corporation,Fixed Internet,Mobile Money Fraud/Scam,Email,Complainant charged twice for the same data bundle.,,Female,Resolved,25,-1
RURA-ICT-00629,09-25-2024,Western Province,Rubavu ,Airtel,Fixed Voice,Unsolicited SMS/Spam,Call Center,Received unsolicited promotional SMS despite opt-out request.,76,Female,open,,2
RURA-ICT-00509,03-03-2023,Western Province,Rutsiro,Liquid Telecom Rwanda,Mobile Money,Data Bundle Deduction Issue,USSD,,80,female,open,,
RURA-ICT-00852,08-11-2024,Northern Province,Gakenke,liquid telecom,Fixed Internet,Service Activation Delay,Web Portal,,35,Female,Closed,6,0
RURA-ICT-00108,2023-11-25,Southern Province,Nyanza,Broadband Systems Corporation,Fixed Internet,Slow Internet Speed,Walk-in,Received suspicious SMS asking for mobile money PIN.,150,male,pending ,,4
RURA-ICT-00120,06-13-2023,Northern Province,Burera,MTN Rwanda,Mobile Money,Data Bundle Deduction Issue,USSD,Mobile money transfer deducted but recipient did not receive funds.,56,Female,resolved,15,4
RURA-ICT-00352,10-27-2024,Kigali City,Kicukiro,MTN RWANDA,Mobile Data/Internet,Customer Care Unresponsive,USSD,,65,Other,Pending,,2
RURA-ICT-00406,2023-06-26,Northern Province,Rulindo,MTN RWANDA,SMS,Network Outage,Walk-in,Customer reports repeated call drops in Rulindo.,28,Other,OPEN,,5
RURA-ICT-00222,07-09-2023,Southern Province,Nyaruguru,BSC,Fixed Voice,Mobile Money Fraud/Scam,Call Center,Internet speed far below advertised package.,63,Male,pending ,,3
RURA-ICT-00002,14-Aug-2023,Western Province,Rutsiro,M.T.N Rwanda,Mobile Data/Internet,Service Activation Delay,Web Portal,Internet speed far below advertised package.,16,Male,pending ,,3
RURA-ICT-00585,2024-05-29,Eastern Province,Kayonza,airtel rwanda,Mobile Data/Internet,Billing Dispute,Walk-in,No network coverage since yesterday evening.,43,Male,Pending,,
RURA-ICT-00803,24/12/2024,Western Province,Ngororero,broadband systems,Mobile Data/Internet,Unsolicited SMS/Spam,Web Portal,Customer care line not answering after multiple attempts.,28,,resolved,24,4
RURA-ICT-00368,04-16-2024,Southern Province,Ruhango,Broadband Systems Corporation,Fixed Voice,Billing Dispute,Social Media,Billed for services not subscribed to.,68,M,OPEN,,3
RURA-ICT-00047,02-25-2023,Kigali City,GASABO,airtel rwanda,Mobile Voice,Customer Care Unresponsive,Walk-in,Customer reports repeated call drops in GASABO.,32,Other,closed,0,4
RURA-ICT-00096,2023-04-14,Southern Province,Ruhango,Airtel,Mobile Data/Internet,Billing Dispute,Call Center,,32,,closed,5,5
RURA-ICT-00084,2024-09-24,Southern Province,Nyamagabe,,Mobile Voice,Network Outage,Walk-in,,50,Other,OPEN,,4
RURA-ICT-00762,2024-03-20,Eastern Province,Ngoma,Airtel,Fixed Voice,Poor Network Quality,USSD,Customer reports repeated call drops in Ngoma.,42,Male,Closed,999,5
RURA-ICT-00143,24/08/2023,Kigali City,Gasabo,broadband systems,Fixed Voice,Customer Care Unresponsive,Social Media,Internet speed far below advertised package.,35,male,pending ,,
RURA-ICT-00556,26/01/2024,Northern Province,Burera,liquid telecom,Fixed Voice,Slow Internet Speed,USSD,Internet speed far below advertised package.,24,,In Progress,3,6
RURA-ICT-00125,12-26-2024,Western Province,Ngororero,liquid telecom,Mobile Money,Customer Care Unresponsive,USSD,Customer care line not answering after multiple attempts.,18,female,pending ,,1
RURA-ICT-00109,2024-10-16,Northern Province,Rulindo,Liquid Telecom,Mobile Voice,SIM Registration Issue,USSD,Received suspicious SMS asking for mobile money PIN.,,,resolved,25,2
RURA-ICT-00339,2024-09-01,Northern Province,Gicumbi,,Mobile Data/Internet,Billing Dispute,Call Center,Customer care line not answering after multiple attempts.,53,,resolved,10,
RURA-ICT-00751,01/06/2024,Western Province,Nyamasheke,Liquid Telecom,Mobile Money,Poor Network Quality,Call Center,Internet speed far below advertised package.,41,Male,resolved,0,
RURA-ICT-00692,05-16-2024,Eastern Province,Gatsibo,M.T.N Rwanda,SMS,Mobile Money Transaction Failure,USSD,Billed for services not subscribed to.,77,Female,Pending,,
RURA-ICT-00073,12-03-2024,Kigali City,Nyarugenge,Liquid Telecom Rwanda,Fixed Internet,Unsolicited SMS/Spam,Walk-in,Complainant charged twice for the same data bundle.,61,M,Resolved,6,4
RURA-ICT-00874,07-Nov-2024,Kigali City,Nyarugenge,liquid telecom,Mobile Voice,Service Activation Delay,USSD,Mobile money transfer deducted but recipient did not receive funds.,31,Other,Pending,,
RURA-ICT-00014,22/04/2023,Eastern Province,Kirehe,MTN Rwanda,Mobile Voice,Data Bundle Deduction Issue,Web Portal,,84,Other,Resolved,5,
RURA-ICT-00010,2023-09-04,Western Province,Rubavu,Broadband Systems Corporation,Mobile Voice,SIM Registration Issue,Email,Customer reports repeated call drops in Rubavu.,210,F,Closed,17,2
RURA-ICT-00078,10-01-2024,Eastern Province,Rwamagana,mtn rwanda,SMS,Billing Dispute,Call Center,Received suspicious SMS asking for mobile money PIN.,83,male,OPEN,,5
RURA-ICT-00090,10-12-2024,Kigali City,Gasabo,BSC,SMS,Slow Internet Speed,Social Media,Billed for services not subscribed to.,56,Male,In Progress,15,3
RURA-ICT-00243,05-16-2024,Southern Province,Ruhango,,SMS,SIM Registration Issue,Social Media,SIM card registered under wrong national ID.,37,,OPEN,,
RURA-ICT-00158,30-Dec-2024,Western Province,Rutsiro,MTN,Mobile Money,Network Outage,Walk-in,No network coverage since yesterday evening.,54,Male,In Progress,18,4
RURA-ICT-00673,27/01/2023,Southern Province,Gisagara,broadband systems,Mobile Data/Internet,Network Outage,Social Media,Customer reports repeated call drops in Gisagara.,82,female,Open,,5
RURA-ICT-00383,03-05-2023,Southern Province,Nyanza,REG-ICT,SMS,Customer Care Unresponsive,Social Media,Received suspicious SMS asking for mobile money PIN.,22,M,OPEN,,3
RURA-ICT-00606,28-Oct-2023,Western Province,Rusizi,broadband systems,Mobile Voice,Mobile Money Transaction Failure,Email,Received unsolicited promotional SMS despite opt-out request.,78,female,Open,,3
RURA-ICT-00077,2024-10-20,Western Province,Rubavu,Airtel Rwanda,Fixed Voice,Service Activation Delay,USSD,Customer care line not answering after multiple attempts.,,Other,closed,13,4
RURA-ICT-00249,11-24-2024,Southern Province,Gisagara,Broadband Systems Corporation,Mobile Voice,Billing Dispute,Call Center,SIM card registered under wrong national ID.,30,F,closed,28,
RURA-ICT-00110,2024-01-28,Kigali City,Gasabo,Broadband Systems Corporation,Mobile Data/Internet,Poor Network Quality,Walk-in,SIM card registered under wrong national ID.,73,female,Resolved,24,
RURA-ICT-00132,02-May-2024,Southern Province,Ruhango,MTN,Mobile Voice,Customer Care Unresponsive,Walk-in,Billed for services not subscribed to.,52,female,resolved,1,1
RURA-ICT-00024,01-Jul-2023,Western Province,Nyabihu,broadband systems,Fixed Voice,Billing Dispute,Walk-in,,,female,OPEN,,4
RURA-ICT-00633,2023-08-18,Southern Province,Gisagara,airtel rwanda,Fixed Voice,Mobile Money Fraud/Scam,USSD,No network coverage since yesterday evening.,53,M,open,,3
RURA-ICT-00522,19-May-2024,Southern Province,Nyaruguru,MTN Rwanda,Mobile Data/Internet,Mobile Money Transaction Failure,USSD,Mobile money transfer deducted but recipient did not receive funds.,50,M,In Progress,17,4
RURA-ICT-00734,14/09/2023,Southern Province,Muhanga,REG ICT,Fixed Internet,Service Activation Delay,Call Center,Complainant charged twice for the same data bundle.,61,Female,open,,3
RURA-ICT-00087,15-Mar-2024,Kigali City,Kicukiro,MTN RWANDA,Mobile Voice,Unsolicited SMS/Spam,Call Center,Delay of over a week in activating new fixed internet line.,69,male,Resolved,0,2
RURA-ICT-00795,15-Dec-2024,Southern Province,Nyaruguru,Airtel,Mobile Money,Mobile Money Transaction Failure,Walk-in,Received suspicious SMS asking for mobile money PIN.,78,female,closed,11,5
RURA-ICT-00597,04/08/2023,Eastern Province,Gatsibo,AIRTEL,Mobile Money,Data Bundle Deduction Issue,Call Center,No network coverage since yesterday evening.,22,Male,Resolved,23,2
RURA-ICT-00274,03-30-2023,Western Province,Rubavu,mtn rwanda,SMS,Poor Network Quality,Email,Delay of over a week in activating new fixed internet line.,72,,closed,21,
RURA-ICT-00289,2023-04-22,Southern Province,Ruhango,,Mobile Voice,Mobile Money Transaction Failure,Social Media,No network coverage since yesterday evening.,80,,resolved,19,
RURA-ICT-00501,2023-06-04,Northern Province,Musanze,BSC,Mobile Money,SIM Registration Issue,Call Center,Received suspicious SMS asking for mobile money PIN.,72,Other,pending ,,1
RURA-ICT-00198,26/11/2023,Kigali City,GASABO,Broadband Systems Corporation,Mobile Data/Internet,Network Outage,USSD,Mobile money transfer deducted but recipient did not receive funds.,56,male,resolved,18,5
RURA-ICT-00182,09-10-2023,Eastern Province,Bugesera,airtel rwanda,Fixed Internet,Network Outage,Walk-in,Delay of over a week in activating new fixed internet line.,70,male,OPEN,,
RURA-ICT-00355,2024-10-07,Northern Province,Gakenke,REG ICT,Fixed Voice,Network Outage,USSD,Received unsolicited promotional SMS despite opt-out request.,72,,resolved,24,4
RURA-ICT-00136,04-02-2024,Northern Province,Burera,BSC,Mobile Data/Internet,Network Outage,Email,Mobile money transfer deducted but recipient did not receive funds.,54,M,resolved,11,1
RURA-ICT-00351,09-18-2024,Eastern Province,Gatsibo,Liquid Telecom Rwanda,Mobile Data/Internet,Poor Network Quality,Walk-in,Customer reports repeated call drops in Gatsibo.,45,Female,OPEN,,
RURA-ICT-00417,2024-03-03,Northern Province,Gicumbi,broadband systems,Mobile Data/Internet,Slow Internet Speed,Walk-in,Customer reports repeated call drops in Gicumbi.,,Other,In Progress,16,
RURA-ICT-00435,2023-01-28,Eastern Province,Rwamagana,liquid telecom,Mobile Money,Unsolicited SMS/Spam,USSD,Mobile money transfer deducted but recipient did not receive funds.,54,Other,Pending,,
RURA-ICT-00525,01-25-2024,Southern Province,Muhanga,MTN Rwanda,Fixed Internet,Mobile Money Fraud/Scam,USSD,Billed for services not subscribed to.,43,male,closed,-2,6
RURA-ICT-00376,2024-12-31,Kigali City,Gasabo,AIRTEL,SMS,SIM Registration Issue,Email,Mobile money transfer deducted but recipient did not receive funds.,75,Male,Resolved,25,4
RURA-ICT-00856,2023-09-19,Southern Province,Nyamagabe,Broadband Systems Corporation,Mobile Data/Internet,Poor Network Quality,USSD,Customer care line not answering after multiple attempts.,18,M,Resolved,13,1
RURA-ICT-00385,2023-01-12,Western Province,Karongi,Liquid Telecom,Mobile Data/Internet,Mobile Money Fraud/Scam,Web Portal,No network coverage since yesterday evening.,34,Other,OPEN,,2
RURA-ICT-00277,2024-11-18,Northern Province,Musanze District,M.T.N Rwanda,Fixed Internet,Service Activation Delay,USSD,Received suspicious SMS asking for mobile money PIN.,41,Other,open,,3
RURA-ICT-00675,06-12-2023,Northern Province,Musanze,Airtel Rwanda,Fixed Voice,Slow Internet Speed,Social Media,Received unsolicited promotional SMS despite opt-out request.,27,M,closed,20,2
RURA-ICT-00748,22-Feb-2023,Kigali City,Gasabo,,SMS,Data Bundle Deduction Issue,USSD,Received unsolicited promotional SMS despite opt-out request.,82,Other,open,,0
RURA-ICT-00563,2024-02-26,Northern Province,Gicumbi,REG ICT,Fixed Voice,Poor Network Quality,Web Portal,Customer care line not answering after multiple attempts.,25,F,Closed,24,6
RURA-ICT-00720,05-24-2023,Eastern Province,nyagatare,airtel rwanda,Fixed Voice,Slow Internet Speed,Email,,54,,Pending,,
RURA-ICT-00900,2024-01-22,Southern Province,Muhanga,Broadband Systems Corporation,Mobile Money,Service Activation Delay,Social Media,Internet speed far below advertised package.,78,F,resolved,15,3
RURA-ICT-00865,2024-01-30,Southern Province,Nyaruguru,liquid telecom,Mobile Data/Internet,Slow Internet Speed,Web Portal,,39,M,Open,,
RURA-ICT-00310,2024-04-02,Western Province,Rutsiro,REG-ICT,Mobile Money,SIM Registration Issue,Email,Customer care line not answering after multiple attempts.,52,Other,pending ,,2
RURA-ICT-00020,11-14-2024,Southern Province,Muhanga,broadband systems,Fixed Voice,Mobile Money Fraud/Scam,USSD,Customer reports repeated call drops in Muhanga.,29,Male,pending ,,
RURA-ICT-00011,16-Nov-2023,Eastern Province,nyagatare,REG ICT,Mobile Data/Internet,Customer Care Unresponsive,Web Portal,,63,Other,Closed,14,
RURA-ICT-00880,10-07-2024,Eastern Province,Bugesera,broadband systems,Mobile Voice,Mobile Money Transaction Failure,USSD,Customer reports repeated call drops in Bugesera.,210,M,OPEN,,3
RURA-ICT-00033,23/09/2023,Western Province,Nyabihu,REG ICT,SMS,Unsolicited SMS/Spam,Walk-in,Customer care line not answering after multiple attempts.,51,Other,Pending,,3
RURA-ICT-00708,2023-01-01,Southern Province,Nyanza,MTN RWANDA,Mobile Money,Network Outage,Social Media,Billed for services not subscribed to.,60,male,Resolved,16,5
RURA-ICT-00341,2024-12-02,Western Province,Ngororero,REG-ICT,Mobile Data/Internet,Poor Network Quality,Email,SIM card registered under wrong national ID.,68,,resolved,6,-1
RURA-ICT-00083,2023-05-26,Southern Province,Nyamagabe,MTN,Mobile Data/Internet,Slow Internet Speed,Web Portal,Complainant charged twice for the same data bundle.,0,,resolved,10,
RURA-ICT-00470,03-06-2024,Southern Province,Nyaruguru,MTN,Fixed Voice,Mobile Money Fraud/Scam,USSD,SIM card registered under wrong national ID.,19,M,open,,2
RURA-ICT-00694,16-Nov-2023,Northern Province,Rulindo,mtn rwanda,Mobile Data/Internet,Slow Internet Speed,USSD,SIM card registered under wrong national ID.,80,F,pending ,,2
RURA-ICT-00042,05-Jul-2024,Eastern Province,Gatsibo,AIRTEL,Mobile Data/Internet,Customer Care Unresponsive,Web Portal,Delay of over a week in activating new fixed internet line.,50,female,closed,26,3
RURA-ICT-00709,02-Feb-2023,Northern Province,Musanze,Airtel,Fixed Internet,Slow Internet Speed,Call Center,Mobile money transfer deducted but recipient did not receive funds.,47,,closed,30,3
RURA-ICT-00444,14/06/2023,Northern Province,Gicumbi,MTN Rwanda,Mobile Data/Internet,Mobile Money Fraud/Scam,USSD,SIM card registered under wrong national ID.,24,F,Resolved,24,
RURA-ICT-00460,02-16-2024,Western Province,Nyabihu,Liquid Telecom,Fixed Voice,Customer Care Unresponsive,Email,Internet speed far below advertised package.,74,Male,Closed,20,2
RURA-ICT-00270,2023-10-17,Northern Province,Musanze,Liquid Telecom,Mobile Voice,Data Bundle Deduction Issue,Email,,63,Other,pending ,,3
RURA-ICT-00314,03/10/2024,Northern Province,Musanze,BSC,Mobile Data/Internet,Mobile Money Transaction Failure,Web Portal,Customer care line not answering after multiple attempts.,37,M,closed,999,3
RURA-ICT-00245,05-07-2023,Kigali City,Nyarugenge,MTN Rwanda,Fixed Voice,Poor Network Quality,Social Media,Internet speed far below advertised package.,35,Female,Pending,,1
RURA-ICT-00054,04-26-2024,Western Province,Ngororero,BSC,Mobile Data/Internet,Slow Internet Speed,Social Media,Complainant charged twice for the same data bundle.,57,F,Pending,,3
RURA-ICT-00171,2023-12-18,Kigali City,Kicukiro,BSC,Mobile Voice,Mobile Money Fraud/Scam,Call Center,Customer reports repeated call drops in Kicukiro.,37,Female,open,,5
RURA-ICT-00327,2023-06-14,Northern Province,Gakenke,Liquid Telecom,Fixed Voice,Unsolicited SMS/Spam,Email,Received unsolicited promotional SMS despite opt-out request.,73,male,In Progress,17,1
RURA-ICT-00502,2024-10-07,Kigali City,Nyarugenge,REG-ICT,SMS,Network Outage,USSD,No network coverage since yesterday evening.,62,Male,open,,4
RURA-ICT-00792,01-04-2023,Kigali City,Kicukiro,REG-ICT,Fixed Voice,Customer Care Unresponsive,Social Media,Billed for services not subscribed to.,60,F,OPEN,,5
RURA-ICT-00533,2023-08-18,Southern Province,Nyanza,REG ICT,Fixed Internet,SIM Registration Issue,USSD,,69,Other,Open,,6
RURA-ICT-00287,04-Jul-2023,Kigali City,gasabo,Airtel Rwanda,SMS,Billing Dispute,Call Center,Received suspicious SMS asking for mobile money PIN.,18,male,OPEN,,2
RURA-ICT-00526,12-17-2023,Kigali City,Gasabo,Liquid Telecom,Mobile Data/Internet,Slow Internet Speed,USSD,Billed for services not subscribed to.,73,male,Resolved,10,4
RURA-ICT-00197,12/01/2024,Kigali City,Kicukiro,broadband systems,Mobile Money,Network Outage,Social Media,No network coverage since yesterday evening.,29,F,In Progress,16,
RURA-ICT-00259,2024-10-10,Eastern Province,Kayonza,Broadband Systems Corporation,Fixed Voice,SIM Registration Issue,Call Center,Customer reports repeated call drops in Kayonza.,73,Other,resolved,30,4
RURA-ICT-00374,2024-09-29,Southern Province,Ruhango,mtn rwanda,Mobile Data/Internet,Billing Dispute,Email,Customer reports repeated call drops in Ruhango.,60,female,open,,
RURA-ICT-00830,29/10/2023,Southern Province,Muhanga,,Mobile Money,Unsolicited SMS/Spam,Web Portal,Billed for services not subscribed to.,32,Male,Pending,,4
RURA-ICT-00752,25/01/2023,Eastern Province,Ngoma,,Fixed Internet,Poor Network Quality,Walk-in,Internet speed far below advertised package.,32,,Open,,3
RURA-ICT-00017,2023-03-12,Southern Province,huye,,Mobile Data/Internet,Network Outage,USSD,No network coverage since yesterday evening.,46,,open,,
RURA-ICT-00507,25-Sep-2024,Western Province,Rusizi,BSC,Fixed Voice,Mobile Money Transaction Failure,USSD,,67,Female,In Progress,2,
RURA-ICT-00364,05-10-2024,Northern Province,Burera,REG-ICT,Mobile Voice,Slow Internet Speed,Web Portal,Complainant charged twice for the same data bundle.,56,male,pending ,,5
RURA-ICT-00806,07/03/2024,Eastern Province,Kayonza,Liquid Telecom,Fixed Internet,Service Activation Delay,Social Media,Received suspicious SMS asking for mobile money PIN.,82,F,Open,,1
RURA-ICT-00300,09-07-2023,Western Province,Nyabihu,REG ICT,Fixed Voice,Unsolicited SMS/Spam,Social Media,Customer care line not answering after multiple attempts.,74,Other,In Progress,27,
RURA-ICT-00329,12/05/2024,Kigali City,Gasabo,MTN Rwanda,Mobile Data/Internet,Billing Dispute,Call Center,Complainant charged twice for the same data bundle.,210,Other,Closed,22,1
RURA-ICT-00202,08/04/2023,Northern Province,Gakenke,broadband systems,Mobile Money,Unsolicited SMS/Spam,Web Portal,Delay of over a week in activating new fixed internet line.,66,F,open,,1
RURA-ICT-00114,05-May-2024,Southern Province,Ruhango,REG-ICT,SMS,Poor Network Quality,Call Center,Internet speed far below advertised package.,25,Male,closed,20,
RURA-ICT-00154,03-Mar-2023,Northern Province,Burera,MTN,Mobile Voice,Mobile Money Transaction Failure,USSD,SIM card registered under wrong national ID.,18,M,Pending,,4
RURA-ICT-00404,30/08/2024,Eastern Province,Rwamagana,broadband systems,Mobile Data/Internet,Billing Dispute,Call Center,Customer reports repeated call drops in Rwamagana.,24,male,Closed,30,4
RURA-ICT-00715,2023-03-10,Northern Province,Gicumbi,liquid telecom,Mobile Voice,Unsolicited SMS/Spam,USSD,Complainant charged twice for the same data bundle.,31,F,Closed,3,5
RURA-ICT-00678,2024-05-17,Southern Province,Muhanga,MTN Rwanda,Fixed Internet,SIM Registration Issue,Walk-in,Complainant charged twice for the same data bundle.,78,F,resolved,13,3
RURA-ICT-00182,29-Feb-2024,Southern Province,Kamonyi,BSC,Mobile Data/Internet,Slow Internet Speed,Web Portal,Billed for services not subscribed to.,27,,closed,8,3
RURA-ICT-00071,2023-02-16,Kigali City,Nyarugenge,broadband systems,Mobile Money,Service Activation Delay,Social Media,No network coverage since yesterday evening.,79,F,open,,
RURA-ICT-00379,27/09/2024,Southern Province,Nyanza,liquid telecom,Fixed Internet,Data Bundle Deduction Issue,USSD,Mobile money transfer deducted but recipient did not receive funds.,77,,resolved,6,5
RURA-ICT-00672,21-Dec-2024,Eastern Province,Rwamagana,AIRTEL,Mobile Voice,SIM Registration Issue,Social Media,Billed for services not subscribed to.,,female,resolved,16,
RURA-ICT-00348,03/11/2024,Eastern Province,Bugesera,M.T.N Rwanda,Mobile Money,Mobile Money Transaction Failure,Walk-in,Internet speed far below advertised package.,210,Female,Resolved,18,
RURA-ICT-00353,18/11/2024,Northern Province,Burera,MTN RWANDA,Mobile Voice,Mobile Money Fraud/Scam,Social Media,,24,Male,Closed,14,4
RURA-ICT-00814,16-Feb-2023,Southern Province,Ruhango,AIRTEL,Mobile Money,Billing Dispute,Email,Billed for services not subscribed to.,52,male,pending ,,
RURA-ICT-00504,06/10/2024,Southern Province,Gisagara,REG-ICT,Mobile Voice,Mobile Money Fraud/Scam,Email,SIM card registered under wrong national ID.,83,,resolved,4,4
RURA-ICT-00622,14-Feb-2024,Kigali City,Kicukiro,broadband systems,Fixed Internet,Service Activation Delay,Web Portal,SIM card registered under wrong national ID.,29,M,OPEN,,
RURA-ICT-00459,2023-10-07,Western Province,Karongi,Airtel Rwanda,Fixed Voice,Slow Internet Speed,Call Center,SIM card registered under wrong national ID.,83,Other,In Progress,11,3
RURA-ICT-00187,12-13-2024,Kigali City,Gasabo,Airtel,SMS,Service Activation Delay,Social Media,Customer reports repeated call drops in Gasabo.,70,Male,Open,,2
RURA-ICT-00802,2024-03-23,Northern Province,Burera,airtel rwanda,Mobile Money,Poor Network Quality,Walk-in,Mobile money transfer deducted but recipient did not receive funds.,35,female,Closed,-2,4
RURA-ICT-00599,01/11/2024,Western Province,Karongi,MTN,Mobile Money,Slow Internet Speed,Call Center,Customer care line not answering after multiple attempts.,72,Other,closed,4,
RURA-ICT-00851,2024-02-04,Western Province,Nyabihu,Broadband Systems Corporation,Fixed Internet,Slow Internet Speed,Email,Delay of over a week in activating new fixed internet line.,,female,Open,,3
RURA-ICT-00659,05-Aug-2024,Northern Province,Rulindo,Liquid Telecom,Mobile Money,Unsolicited SMS/Spam,Web Portal,Complainant charged twice for the same data bundle.,,male,OPEN,,5
RURA-ICT-00601,05-15-2024,Western Province,Karongi,AIRTEL,Mobile Data/Internet,Network Outage,Call Center,Internet speed far below advertised package.,38,,Closed,25,1
RURA-ICT-00805,15/02/2023,Western Province,Rutsiro,Broadband Systems Corporation,Fixed Voice,Mobile Money Transaction Failure,Walk-in,Mobile money transfer deducted but recipient did not receive funds.,27,female,Pending,,2
RURA-ICT-00175,25-May-2023,Northern Province,Gicumbi,MTN,Mobile Money,Poor Network Quality,Walk-in,,33,,Resolved,15,2
RURA-ICT-00489,2024-06-09,Northern Province,Gakenke,BSC,SMS,Network Outage,USSD,Customer reports repeated call drops in Gakenke.,68,F,open,,5
RURA-ICT-00389,10-29-2023,Eastern Province,Kirehe,REG ICT,SMS,SIM Registration Issue,Social Media,,54,male,Resolved,15,5
RURA-ICT-00485,03-Sep-2023,Southern Province,Huye,,Fixed Internet,Poor Network Quality,Social Media,No network coverage since yesterday evening.,0,Male,closed,12,
RURA-ICT-00820,2024-01-07,Western Province,Karongi,Liquid Telecom Rwanda,Fixed Internet,Slow Internet Speed,Email,,56,,Resolved,12,4
RURA-ICT-00139,27/11/2024,Western Province,Rutsiro,Airtel,Mobile Data/Internet,SIM Registration Issue,USSD,Complainant charged twice for the same data bundle.,78,F,Pending,,4
RURA-ICT-00041,06-02-2024,Kigali City,Nyarugenge,mtn rwanda,SMS,Data Bundle Deduction Issue,Web Portal,Complainant charged twice for the same data bundle.,,,Resolved,3,3
RURA-ICT-00855,2024-06-02,Eastern Province,Kirehe,Airtel,Fixed Internet,Slow Internet Speed,Call Center,No network coverage since yesterday evening.,42,F,open,,5
RURA-ICT-00456,2023-06-23,Northern Province,Gicumbi,REG-ICT,Fixed Voice,Poor Network Quality,Email,SIM card registered under wrong national ID.,20,Other,open,,4
